trade_date,gross_return,rebalance_turnover,roll_turnover,active_products,transaction_cost,net_return,nav,drawdown
2021-07-08,-0.002509986514898789,0.15625,0.03125,32,8.75e-05,-0.002597486514898789,0.9930527937969489,-0.08604091813175085
2021-07-09,0.004331023864826467,0.125,0.0,32,6.25e-05,0.004268523864826467,0.9972916633463038,-0.08213966197932132
2021-07-12,-0.0014779122523524528,0.09375,0.0,32,4.6875e-05,-0.0015247872523524528,0.995771005731156,-0.08353920372217516
2021-07-13,-0.0014369728966745453,0.09375,0.0,32,4.6875e-05,-0.0014838478966745453,0.9942934330187323,-0.08489909214711677
2021-07-14,-0.0028143909388026987,0.25,0.03125,32,0.000134375,-0.0029487659388026987,0.9913614944102714,-0.08759751053476073
2021-07-15,0.0012683351027518372,0.125,0.03125,32,7.1875e-05,0.0011964601027518373,0.9925476188857378,-0.08650585735846406
2021-07-16,0.0076590644956109274,0.125,0.0,32,6.25e-05,0.007596564495610927,1.0000875708875683,-0.0795664401875249
2021-07-19,-0.0013667773596782035,0.15625,0.0,32,7.8125e-05,-0.0014449023596782035,0.998642541996508,-0.08089637681002493
2021-07-20,0.0022547478033910252,0.15625,0.0,32,7.8125e-05,0.002176622803391025,1.000816210125854,-0.07889583490511043
2021-07-21,-0.006099800205156023,0.125,0.03125,32,7.1875e-05,-0.006171675205156023,0.994639497536902,-0.08458059064219248
2021-07-22,-0.004310007635257705,0.125,0.03125,32,7.1875e-05,-0.004381882635257705,0.9902811039943035,-0.0885918510560354
2021-07-23,-0.004940951811875961,0.125,0.0625,32,8.125e-05,-0.005022201811875961,0.9853077124395567,-0.09316912671302036
2021-07-26,-0.0018516896553709243,0.09375,0.03125,32,5.625e-05,-0.0019079396553709244,0.9834278047822504,-0.09489930529687929
2021-07-27,-0.0022513523187910403,0.21875,0.0,32,0.000109375,-0.0023607273187910404,0.9811061998974423,-0.09703600123312162
2021-07-28,0.0005965861579536741,0.125,0.0,32,6.25e-05,0.000534086157953674,0.9816301951382901,-0.09655374066024969
2021-07-29,0.0029033590092926026,0.125,0.0,32,6.25e-05,0.0028408590092926025,0.9844188681219422,-0.09398717721499283
2021-07-30,-0.006296451530057961,0.09375,0.0,32,4.6875e-05,-0.006343326530057961,0.9781743777990947,-0.0997343123903377
2021-08-02,-0.005408749153341354,0.15625,0.03125,32,8.75e-05,-0.005496249153341354,0.9727980877032962,-0.10468239691364456
2021-08-03,0.004474264972363803,0.0,0.0,32,0.0,0.004474264972363803,0.9771506441122895,-0.10067650872301459
2021-08-04,0.002364146597606479,0.21875,0.03125,32,0.00011875,0.0022453965976064793,0.9793447348439283,-0.09865717081555359
2021-08-05,0.0020709304700451993,0.15625,0.0625,32,9.6875e-05,0.001974055470045199,0.9812780156748068,-0.09687787007321613
2021-08-06,0.0048350231762563575,0.09375,0.0625,32,6.5625e-05,0.004769398176256358,0.9859581212531667,-0.09257052103380647
2021-08-09,0.0013540915869163887,0.125,0.0,32,6.25e-05,0.0012915915869163887,0.9872315764676293,-0.09139849275305378
2021-08-10,-0.001985986371788241,0.125,0.0,32,6.25e-05,-0.0020484863717882412,0.9852092460374363,-0.09325975055803548
2021-08-11,0.00017039590072274666,0.125,0.15625,32,0.00010937499999999999,6.102090072274667e-05,0.9852693643930299,-0.09320442045129285
2021-08-12,-0.001263871691554199,0.1875,0.0625,32,0.0001125,-0.001376371691554199,0.9839132675313237,-0.09445250821701023
2021-08-13,0.0011580800930907145,0.15625,0.0,32,7.8125e-05,0.0010799550930907145,0.9849758496757536,-0.0934745575912238
2021-08-16,0.0018294382534177964,0.125,0.09375,32,9.0625e-05,0.0017388132534177964,0.9866885387374662,-0.091898279137403
2021-08-17,0.0005470262732627587,0.125,0.0625,32,8.125e-05,0.0004657762732627587,0.9871481148479104,-0.09147530690211614
2021-08-18,0.002430912182252054,0.09375,0.03125,32,5.625e-05,0.002374662182252054,0.9894922581445211,-0.08931786767177441
2021-08-19,-0.0028197945441782238,0.09375,0.0625,32,6.5625e-05,-0.002885419544178224,0.9866371578440579,-0.09194556769492823
2021-08-20,0.002184850822024447,0.1875,0.0,32,9.375e-05,0.002091100822024447,0.9887003156158654,-0.09004673432509225
2021-08-23,-0.0026169498885491582,0.1875,0.03125,32,0.000103125,-0.002720074888549158,0.986010976715058,-0.09252187535280787
2021-08-24,0.00011477470624843625,0.0625,0.03125,32,4.0625e-05,7.414970624843625e-05,0.9860840891393391,-0.09245458611643842
2021-08-25,0.0011041266077119437,0.125,0.03125,32,7.1875e-05,0.0010322516077119438,0.9871019760256923,-0.09151777090388558
2021-08-26,-0.004588982798504605,0.125,0.0,32,6.25e-05,-0.004651482798504605,0.9825104881638389,-0.09574356036527332
2021-08-27,-0.004716778329565463,0.09375,0.0625,32,6.5625e-05,-0.004782403329565463,0.9778117267339111,-0.10006807937296347
2021-08-30,-0.0003140176487528325,0.09375,0.0,32,4.6875e-05,-0.00036089264875283246,0.9774588416698685,-0.10039285818749577
2021-08-31,0.004124731815843125,0.125,0.0,32,6.25e-05,0.004062231815843125,0.9814295060751771,-0.09673844543426524
2021-09-01,0.005682277805130916,0.21875,0.0,32,0.000109375,0.005572902805130916,0.9868989173226218,-0.09170465658305882
2021-09-02,-0.0033583575353404067,0.15625,0.0,32,7.8125e-05,-0.003436482535340407,0.9835074564290962,-0.09482599766764221
2021-09-03,0.0023526008890357164,0.03125,0.03125,32,2.4999999999999998e-05,0.0023276008890357166,0.9857966692590537,-0.09271911385508147
2021-09-06,0.008305589868436217,0.09375,0.0,32,4.6875e-05,0.008258714868436217,0.9939380828687185,-0.08522613971082837
2021-09-07,0.005299591636298569,0.15625,0.0,32,7.8125e-05,0.005221466636298569,0.9991278974069642,-0.0804496785195703
2021-09-08,0.012586493948426054,0.09375,0.0625,32,6.5625e-05,0.012520868948426054,1.011637846873113,-0.06893610945283102
2021-09-09,-0.0022264755086220042,0.125,0.03125,32,7.1875e-05,-0.002298350508622004,1.009312748513211,-0.07107602061922969
2021-09-10,3.0538052404976285e-05,0.1875,0.0,32,9.375e-05,-6.321194759502372e-05,1.0092489478886448,-0.07113473971313422
2021-09-13,-0.006994335687561828,0.125,0.0,32,6.25e-05,-0.007056835687561828,1.00212684389555,-0.077689589230863
2021-09-14,0.002872557813945211,0.15625,0.03125,32,8.75e-05,0.002785057813945211,1.0049178250927056,-0.07512090141446737
2021-09-15,0.014765551300015337,0.09375,0.03125,32,5.625e-05,0.014709301300015337,1.0196994641637502,-0.06151657608728622
